# 20191029-190008-Voltage\s,V
0.0,0.732884075555395
0.07480192184448242,0.9000406842640203
0.1436176300048828,0.7106756452630025
0.22240686416625977,0.2962152328602561
0.28726887702941895,0.6716325950999616
0.3530888557434082,0.31488161806522574
0.42290425300598145,0.9673437288398385
0.48470544815063477,0.4797396167780571
0.5535218715667725,0.8250851079831247
0.6218502521514893,0.5092165616623852
0.692173957824707,0.03413772712052854
0.7619872093200684,0.35592653438828625
0.8218610286712646,0.4705548842157422
0.8807308673858643,0.2871572002293745
0.9399950504302979,0.2253391865074853
0.9988391399383545,0.8521988685645024
1.0605106353759766,0.14178100607988708
1.1263341903686523,0.9800876125521701
1.1921582221984863,0.7553726625677711
1.2599766254425049,0.15888267465927308
1.3305401802062988,0.4084236974588771
1.3993566036224365,0.942277792430355
1.4721620082855225,0.40238724145037974
1.5439693927764893,0.7266856988701894
1.6147656440734863,0.27010112620776927
1.6835815906524658,0.855055791232007
1.7573843002319336,0.42934357873940143
1.8291926383972168,0.17624785402425924
1.8920245170593262,0.09697160894345602
1.953859567642212,0.989523941053546
2.017688751220703,0.9921745280120112
2.0805208683013916,0.6207343170416546
2.1443581581115723,0.25061306703489294
2.2081804275512695,0.7352364115682675
2.2730062007904053,0.32250408101627204
2.3847877979278564,0.3386614084687396
