# 20190928-000644-Current\s,A
9.05990600586e-06,0.0495094450276
0.0827987194061,0.849342442468
0.149505615234,0.196832919359
0.228343248367,0.448938767022
0.29453086853,0.165990924061
0.369119644165,0.864945266544
0.433333158493,0.862516415935
0.498961210251,0.817567422456
0.566927671432,0.744290805553
0.633840799332,0.302985426917
0.704702854156,0.275597973201
0.780081272125,0.0983605815275
0.843558549881,0.28219887259
0.912649393082,0.320465718311
0.977071046829,0.391293968326
1.04532623291,0.0875949568658
1.1103785038,0.757008567293
1.17489933968,0.344444570185
1.24491214752,0.315130528544
1.31395697594,0.00731276150763
1.38585019112,0.111599866325
1.45935487747,0.470385492471
1.53026723862,0.0447888319106
1.59994649887,0.38934069028
1.67009854317,0.431903692509
1.74348139763,0.322823169765
1.82110285759,0.270518857822
1.88304424286,0.328577622634
1.94412302971,0.318694468388
2.00950980186,0.982387667905
2.07315158844,0.123083159079
2.13608908653,0.763114177949
2.19920349121,0.0711122539701
2.26220488548,0.261067457485
2.32528448105,0.00973713239289
2.39056229591,0.130143128074
2.460313797,0.310669203179
2.52717375755,0.183227636604
2.59467625618,0.192128958644
2.6619951725,0.929932630637
2.72822594643,0.741101647886
2.79510092735,0.378619531351
2.86185693741,0.171006970963
2.93383479118,0.0335696880824
3.00726056099,0.507412672867
3.07787394524,0.46562643114
3.15346550941,0.348057755428
3.22594380379,0.81965271006
