# 20191030-181036-Voltage\s,V
1.4543533325195312e-05,0.4166058548120799
0.07877016067504883,2.027928674985737
0.13648486137390137,0.14402186592417976
0.20190930366516113,2.9979959139573773
0.2598843574523926,2.442249548529242
0.3162252902984619,0.30590513644940576
0.3729097843170166,0.5474909986978124
0.42264890670776367,0.011411681485372416
0.4747157096862793,2.025774648927137
0.5298614501953125,1.4654414667962437
0.5846560001373291,0.8565042905399349
0.6408627033233643,0.5141539700085319
0.6978054046630859,1.998531584897794
0.7575790882110596,1.615847586161847
0.8093051910400391,1.5741900965061881
0.8625826835632324,1.4724629039472041
0.9151639938354492,2.4259113573294586
0.9677059650421143,2.7704499920899748
1.0233378410339355,2.9620927183835
1.0780503749847412,0.8161141361558369
1.1330251693725586,1.4101222001165872
1.1879558563232422,1.0297562635136615
1.245516061782837,0.12955597646456563
1.303349256515503,1.8537865150140624
1.3615057468414307,0.6983482049214086
1.4222891330718994,0.905975260086457
1.4825069904327393,1.6893402700283757
1.5458695888519287,2.0808142133490746
1.603921890258789,2.353338367789136
1.6624763011932373,2.2080376977404854
1.721484661102295,0.809623710879379
1.782965898513794,0.348660280789881
1.8438575267791748,0.7428646840595418
1.8968291282653809,0.8875409094493246
1.9489171504974365,0.14052824984872347
2.0043771266937256,2.811461370364217
2.059842824935913,0.7106612229960698
2.1155519485473633,2.36247841611709
2.171403646469116,2.7942839875516388
2.2263998985290527,1.7732850922953505
2.281050443649292,0.30265202759329957
2.33615779876709,0.8313986620598613
2.3909294605255127,2.708391669289871
2.448223114013672,0.9185155534322049
2.5052247047424316,1.9406288496128494
2.566622734069824,1.4023955770583465
2.6241610050201416,1.9308228611173783
2.6823720932006836,0.8555938404208859
2.740546703338623,2.196274542970535
2.7987208366394043,0.850998897436189
2.856757640838623,1.7150959715412577
2.9146885871887207,0.5649880919192053
2.975402355194092,1.3651600418276966
3.035785675048828,2.592588167190479
3.0963306427001953,2.467403912302636
3.1565589904785156,1.2362580544280655
3.216644048690796,2.0710276945576944
3.277082681655884,0.9375014797274129
3.3374428749084473,1.6480156884770674
3.400463104248047,2.976306311030269
3.462306022644043,2.658855059199569
3.528614044189453,2.9214682559579965
3.5914876461029053,1.2090841897691011
3.654437780380249,2.390216019646226
3.7101292610168457,2.001838308645504
3.76435923576355,1.894095994150177
3.8182671070098877,2.5381047882167485
3.8746652603149414,0.5420834165206242
3.9307076930999756,2.0011651767976386
3.9872021675109863,2.7489543436892494
4.044133186340332,0.5297945603521048
4.100581884384155,1.5714977365207161
4.157319068908691,1.3671306660084643
4.213852405548096,0.18295892161159633
4.270673513412476,2.413602677535491
4.3271472454071045,0.31332382561181327
4.383000373840332,0.8797698829357569
4.438792705535889,1.3150827373125518
4.495639801025391,2.599206089280565
4.554554224014282,2.219278836928977
4.609797239303589,1.0736338289504945
4.665538549423218,2.4601044674963806
4.72170352935791,2.7670534953806465
4.77794337272644,0.4939322641398547
4.836279392242432,0.9084918219097116
4.894241571426392,0.5514014139818179
4.951599836349487,1.5598490637460607
5.0088629722595215,2.792604773652104
5.07028603553772,0.9369767064329918
5.13609766960144,1.1200203167887235
5.196336984634399,0.9690087429844376
5.255762577056885,0.05170213696845083
5.315443754196167,1.525802638185412
5.374586343765259,0.6740067538437267
5.432592868804932,1.397763637208202
5.4904561042785645,2.0397339757903987
5.549704313278198,2.722027800772487
5.607396364212036,2.4262992705663926
5.665343523025513,2.8931997371920035
5.724001407623291,1.9069805095753747
5.7839696407318115,1.7201771056669304
5.843431234359741,0.18369172998538164
5.903632640838623,1.3825413307092094
5.964123010635376,0.7392403403516506
6.024493455886841,1.8456103978328047
6.08561372756958,2.2406871217003976
6.146096706390381,2.5830108135325704
6.2063775062561035,1.6173493794821296
6.266736268997192,0.6001401606032841
6.326818943023682,1.7816111144492042
6.386970520019531,2.2350554206225675
6.447895288467407,1.4906596960243972
6.50942325592041,1.475516264282405
6.5713818073272705,1.0639446404109103
6.6324989795684814,1.858292698735418
6.693967580795288,1.6941861943534762
6.757197618484497,2.77701939469464
6.81978440284729,0.8518669785283017
6.882002830505371,0.003017604822008524
6.944926977157593,1.988702874169682
7.008127689361572,0.5311113347032608
7.079630613327026,2.755418034070117
7.141972541809082,1.2359716097355973
7.2052977085113525,0.3178279984914709
7.268379211425781,0.15913932284561083
7.331419467926025,0.3614659881907475
7.386878252029419,0.08135500432674403
7.442621469497681,0.6620567303896709
7.498148202896118,0.2466295120899047
7.554168939590454,2.0049041158739485
7.6096906661987305,0.288541774779679
7.665269613265991,0.053333053168547306
7.7238476276397705,2.2471330653273602
7.781930685043335,1.7360518627740404
7.8399810791015625,0.8265800498558199
7.89718770980835,0.29324792454149395
7.954401016235352,2.670215768839526
8.01200270652771,1.321818524231762
8.07031512260437,2.682896293811593
8.129071474075317,0.14565562738064508
8.187630414962769,0.2337762841612111
