# 20190928-000742-Current\s,A
2.14576721191e-05,0.802544991271
0.0781624317169,0.91330346059
0.145050048828,0.607449077753
0.228461265564,0.895750184559
0.291963338852,0.447927892666
0.364508152008,0.467542165621
0.427695035934,0.795012318427
0.493406295776,0.772565400114
0.561244487762,0.194385832662
0.626313447952,0.217831101342
0.695669174194,0.38349284101
0.767555713654,0.698078126305
0.829593420029,0.83580471954
0.891379117966,0.952843713006
0.953627347946,0.610036892925
1.02189898491,0.0564880127743
1.0875146389,0.6428294911
1.15285015106,0.297497111032
1.22467565536,0.653106777884
1.294475317,0.933633316945
1.36358499527,0.666314271544
1.43779921532,0.48297880451
1.51118063927,0.898847312266
1.58304429054,0.827207155371
1.65244030952,0.493995065162
1.72187304497,0.373160537177
1.79523515701,0.569687012582
1.86858057976,0.355646820125
1.93407773972,0.542145777803
2.00149226189,0.263054376305
2.06430673599,0.780865512346
2.12948918343,0.7643379442
2.19190263748,0.401534179763
2.25427651405,0.953779732135
2.31837153435,0.824583003236
